Open,High,Low,Close,Volume
1251.0,1251.0,1237.0999755859375,1240.0999755859375,13378535
1234.0999755859375,1240.9000244140625,1229.0,1239.300048828125,8248464
1240.199951171875,1280.199951171875,1227.5999755859375,1274.5,15398401
1270.0,1300.9000244140625,1267.0,1295.5,10429964
1300.0,1303.9000244140625,1286.300048828125,1291.199951171875,13050437
